"gene_id"	"bp_length"	"symbol"
"16760"	"ENSG00000188525.3"	2412	NA
"16761"	"ENSG00000188529.14"	10277	SRSF10
"16762"	"ENSG00000188536.12"	856	HBA2
"16763"	"ENSG00000188542.9"	3709	DUSP28
"16764"	"ENSG00000188549.12"	7510	C15orf52
"16765"	"ENSG00000188554.13"	8405	NBR1
"16766"	"ENSG00000188558.5"	951	OR2G6
"16767"	"ENSG00000188559.13"	11366	RALGAPA2
"16768"	"ENSG00000188566.12"	2836	NDOR1
"16769"	"ENSG00000188573.7"	1519	NA
"16770"	"ENSG00000188580.13"	4108	NKAIN2
"16771"	"ENSG00000188581.8"	903	KRTAP1-1
"16772"	"ENSG00000188582.8"	4169	PAQR9
"16773"	"ENSG00000188585.7"	2588	LINC00083
"16774"	"ENSG00000188596.10"	12914	CFAP54
"16775"	"ENSG00000188599.17"	1437	NA
"16776"	"ENSG00000188603.17"	9858	CLN3
"16777"	"ENSG00000188610.12"	3033	FAM72B
"16778"	"ENSG00000188611.14"	6985	ASAH2
"16779"	"ENSG00000188612.11"	3372	SUMO2
"16780"	"ENSG00000188613.6"	4017	NANOS1
"16781"	"ENSG00000188620.9"	1173	HMX3
"16782"	"ENSG00000188624.2"	662	IGFL3
"16783"	"ENSG00000188626.6"	2202	GOLGA8M
"16784"	"ENSG00000188629.11"	2755	c("ZNF177", "ZNF559-ZNF177")
"16785"	"ENSG00000188636.3"	5495	LDOC1L
"16786"	"ENSG00000188641.12"	6443	DPYD
"16787"	"ENSG00000188643.10"	1701	S100A16
"16788"	"ENSG00000188646.6"	368	NA
"16789"	"ENSG00000188647.12"	12200	PTAR1
"16790"	"ENSG00000188649.12"	6494	c("CC2D2B", "C10orf131")
"16791"	"ENSG00000188655.10"	2710	RNASE9
"16792"	"ENSG00000188656.8"	1114	NA
"16793"	"ENSG00000188659.9"	4160	SAXO2
"16794"	"ENSG00000188660.3"	4222	LINC00319
"16795"	"ENSG00000188662.6"	1219	NA
"16796"	"ENSG00000188668.4"	1029	NA
"16797"	"ENSG00000188672.17"	2433	RHCE
"16798"	"ENSG00000188674.10"	1435	C2orf80
"16799"	"ENSG00000188676.13"	4444	IDO2
"16800"	"ENSG00000188677.14"	7403	PARVB
"16801"	"ENSG00000188681.11"	2309	c("TEKT4P2", "LOC100233156")
"16802"	"ENSG00000188687.16"	8025	SLC4A5
"16803"	"ENSG00000188690.12"	6643	UROS
"16804"	"ENSG00000188691.5"	946	OR56A5
"16805"	"ENSG00000188693.7"	2957	CYP51A1-AS1
"16806"	"ENSG00000188694.5"	1650	KRTAP24-1
"16807"	"ENSG00000188706.12"	5243	ZDHHC9
"16808"	"ENSG00000188707.5"	2933	ZBED6CL
"16809"	"ENSG00000188710.2"	1658	QRFP
"16810"	"ENSG00000188712.4"	937	NA
"16811"	"ENSG00000188716.5"	663	DUPD1
"16812"	"ENSG00000188725.7"	2889	SMIM15
"16813"	"ENSG00000188729.6"	3219	OSTN
"16814"	"ENSG00000188730.4"	11299	VWC2
"16815"	"ENSG00000188732.10"	7458	FAM221A
"16816"	"ENSG00000188735.12"	8449	TMEM120B
"16817"	"ENSG00000188738.13"	23761	FSIP2
"16818"	"ENSG00000188739.14"	3113	RBM34
"16819"	"ENSG00000188747.8"	1678	NOXA1
"16820"	"ENSG00000188755.9"	2116	TBC1D3P2
"16821"	"ENSG00000188760.10"	2578	TMEM198
"16822"	"ENSG00000188761.11"	4251	BCL2L15
"16823"	"ENSG00000188763.4"	2338	FZD9
"16824"	"ENSG00000188765.7"	210	NA
"16825"	"ENSG00000188766.12"	5864	SPRED3
"16826"	"ENSG00000188770.9"	1359	OPTC
"16827"	"ENSG00000188771.4"	1215	PLET1
"16828"	"ENSG00000188778.5"	3241	ADRB3
"16829"	"ENSG00000188779.10"	4479	SKOR1
"16830"	"ENSG00000188782.8"	2030	CATSPER4
"16831"	"ENSG00000188783.5"	5747	PRELP
"16832"	"ENSG00000188784.4"	785	PLA2G2E
"16833"	"ENSG00000188785.11"	6161	ZNF548
"16834"	"ENSG00000188786.9"	8024	MTF1
"16835"	"ENSG00000188800.5"	889	TMCO2
"16836"	"ENSG00000188801.9"	1209	NA
"16837"	"ENSG00000188803.14"	8527	SHISA6
"16838"	"ENSG00000188807.12"	6966	TMEM201
"16839"	"ENSG00000188811.13"	6409	NHLRC3
"16840"	"ENSG00000188816.3"	1628	HMX2
"16841"	"ENSG00000188817.7"	4651	SNTN
"16842"	"ENSG00000188818.12"	6953	ZDHHC11
"16843"	"ENSG00000188820.12"	1194	FAM26F
"16844"	"ENSG00000188822.7"	5254	CNR2
"16845"	"ENSG00000188825.13"	6895	LINC00910
"16846"	"ENSG00000188827.10"	8591	SLX4
"16847"	"ENSG00000188828.11"	2722	GLRA4
"16848"	"ENSG00000188831.4"	1219	NA
"16849"	"ENSG00000188833.9"	2836	ENTPD8
"16850"	"ENSG00000188846.13"	8626	RPL14
"16851"	"ENSG00000188848.15"	8765	BEND4
"16852"	"ENSG00000188850.9"	579	NA
"16853"	"ENSG00000188856.6"	888	NA
"16854"	"ENSG00000188859.6"	5343	FAM78B
"16855"	"ENSG00000188868.13"	2847	ZNF563
"16856"	"ENSG00000188869.12"	4848	TMC3
"16857"	"ENSG00000188873.4"	654	NA
"16858"	"ENSG00000188877.11"	2268	NA
"16859"	"ENSG00000188878.18"	6730	FBF1
"16860"	"ENSG00000188883.4"	2197	KLRG2
"16861"	"ENSG00000188886.3"	1654	ASTL
"16862"	"ENSG00000188895.11"	7397	MSL1
"16863"	"ENSG00000188897.8"	12005	LOC400499
"16864"	"ENSG00000188906.14"	13465	LRRK2
"16865"	"ENSG00000188909.4"	830	BSX
"16866"	"ENSG00000188910.7"	2387	GJB3
"16867"	"ENSG00000188916.8"	4407	FAM196A
"16868"	"ENSG00000188917.14"	4055	TRMT2B
"16869"	"ENSG00000188921.13"	9152	HACD4
"16870"	"ENSG00000188931.3"	774	CFAP126
"16871"	"ENSG00000188933.14"	7676	USP32P1
"16872"	"ENSG00000188937.5"	2988	NYX
"16873"	"ENSG00000188938.15"	3717	FAM120AOS
"16874"	"ENSG00000188958.9"	3850	UTS2B
"16875"	"ENSG00000188959.9"	2947	C9orf152
"16876"	"ENSG00000188976.10"	5539	NOC2L
"16877"	"ENSG00000188981.10"	7553	MSANTD1
"16878"	"ENSG00000188984.11"	4049	AADACL3
"16879"	"ENSG00000188985.6"	559	NA
"16880"	"ENSG00000188986.5"	2699	NELFB
"16881"	"ENSG00000188991.3"	2923	SLC15A5
"16882"	"ENSG00000188992.11"	1744	LIPI
"16883"	"ENSG00000188993.3"	3327	LRRC66
"16884"	"ENSG00000188994.12"	13128	ZNF292
"16885"	"ENSG00000188996.4"	1025	HUS1B
"16886"	"ENSG00000188997.7"	4164	KCTD21
"16887"	"ENSG00000189001.10"	1986	SBSN
"16888"	"ENSG00000189002.10"	1951	NA
"16889"	"ENSG00000189007.15"	7175	ADAT2
"16890"	"ENSG00000189013.14"	1724	KIR2DL4
"16891"	"ENSG00000189014.7"	2712	NA
"16892"	"ENSG00000189023.10"	1986	MAGEB16
"16893"	"ENSG00000189030.9"	676	VHLL
"16894"	"ENSG00000189037.7"	885	DUSP21
"16895"	"ENSG00000189042.13"	4724	ZNF567
"16896"	"ENSG00000189043.9"	3556	NDUFA4
"16897"	"ENSG00000189045.13"	3287	ANKDD1B
"16898"	"ENSG00000189046.10"	2290	ALKBH2
"16899"	"ENSG00000189050.15"	3399	RNFT1
"16900"	"ENSG00000189051.5"	3070	RNF222
"16901"	"ENSG00000189052.6"	841	CGB5
"16902"	"ENSG00000189056.13"	12642	RELN
"16903"	"ENSG00000189057.10"	3863	FAM111B
"16904"	"ENSG00000189058.8"	2197	APOD
"16905"	"ENSG00000189060.5"	2344	H1F0
"16906"	"ENSG00000189064.8"	528	c("GAGE2C", "GAGE2A", "GAGE8")
"16907"	"ENSG00000189067.12"	5060	LITAF
"16908"	"ENSG00000189068.9"	1111	VSTM1
"16909"	"ENSG00000189077.10"	1997	TMEM120A
"16910"	"ENSG00000189079.15"	12127	ARID2
"16911"	"ENSG00000189089.5"	1164	NA
"16912"	"ENSG00000189090.7"	466	FAM25G
"16913"	"ENSG00000189091.12"	12419	SF3B3
"16914"	"ENSG00000189099.11"	989	PRSS48
"16915"	"ENSG00000189108.12"	3147	IL1RAPL2
"16916"	"ENSG00000189114.6"	2666	BLOC1S3
"16917"	"ENSG00000189120.4"	4075	SP6
"16918"	"ENSG00000189127.7"	4024	ANKRD34B
"16919"	"ENSG00000189129.13"	1240	PLAC9
"16920"	"ENSG00000189132.6"	2120	FAM47B
"16921"	"ENSG00000189134.3"	1639	NKAPL
"16922"	"ENSG00000189136.8"	3008	UBE2Q2P1
"16923"	"ENSG00000189139.5"	2938	FSCB
"16924"	"ENSG00000189143.9"	4702	CLDN4
"16925"	"ENSG00000189144.13"	4689	ZNF573
"16926"	"ENSG00000189145.7"	405	NA
"16927"	"ENSG00000189149.11"	2515	NA
"16928"	"ENSG00000189152.10"	2028	GRAPL
"16929"	"ENSG00000189157.13"	9508	FAM47E
"16930"	"ENSG00000189159.15"	3414	HN1
"16931"	"ENSG00000189164.14"	6436	ZNF527
"16932"	"ENSG00000189166.6"	2691	NA
"16933"	"ENSG00000189167.11"	1564	ZAR1L
"16934"	"ENSG00000189169.7"	873	KRTAP10-12
"16935"	"ENSG00000189171.14"	2216	S100A13
"16936"	"ENSG00000189180.15"	7523	ZNF33A
"16937"	"ENSG00000189181.4"	936	OR14I1
"16938"	"ENSG00000189182.9"	3952	KRT77
"16939"	"ENSG00000189184.11"	6686	PCDH18
"16940"	"ENSG00000189186.10"	4449	DCAF8L2
"16941"	"ENSG00000189190.9"	4669	ZNF600
"16942"	"ENSG00000189195.10"	6879	c("KIAA1107", "BTBD8")
"16943"	"ENSG00000189196.4"	2129	LINC00994
"16944"	"ENSG00000189212.12"	8272	NA
"16945"	"ENSG00000189221.9"	5528	MAOA
"16946"	"ENSG00000189223.14"	17274	PAX8-AS1
"16947"	"ENSG00000189227.5"	4811	C15orf61
"16948"	"ENSG00000189229.10"	3023	NA
"16949"	"ENSG00000189233.11"	3959	NUGGC
"16950"	"ENSG00000189238.5"	3893	NA
"16951"	"ENSG00000189241.6"	3326	TSPYL1
"16952"	"ENSG00000189252.4"	590	SPANXN3
"16953"	"ENSG00000189253.7"	2689	TRIM64B
"16954"	"ENSG00000189266.11"	2564	PNRC2
"16955"	"ENSG00000189269.12"	1302	DRICH1
"16956"	"ENSG00000189275.3"	3384	LINC01164
"16957"	"ENSG00000189280.3"	1355	GJB5
"16958"	"ENSG00000189283.9"	5439	FHIT
"16959"	"ENSG00000189292.15"	2191	FAM150B
"16960"	"ENSG00000189295.13"	1181	NA
"16961"	"ENSG00000189298.13"	4842	ZKSCAN3
"16962"	"ENSG00000189299.6"	1926	FOXR2
"16963"	"ENSG00000189306.10"	4082	RRP7A
"16964"	"ENSG00000189308.10"	6768	LIN54
"16965"	"ENSG00000189316.3"	1062	NA
"16966"	"ENSG00000189319.13"	6424	FAM53B
"16967"	"ENSG00000189320.8"	2526	FAM180A
"16968"	"ENSG00000189325.6"	3736	C6orf222
"16969"	"ENSG00000189326.4"	625	SPANXN4
"16970"	"ENSG00000189332.5"	3839	LOC494141
"16971"	"ENSG00000189334.8"	1277	S100A14
"16972"	"ENSG00000189337.16"	13841	KAZN
"16973"	"ENSG00000189339.11"	8395	SLC35E2B
"16974"	"ENSG00000189343.7"	883	NA
"16975"	"ENSG00000189348.6"	1381	FAM90A27P
"16976"	"ENSG00000189350.12"	19816	FAM179A
"16977"	"ENSG00000189357.8"	4787	SPATA31D4
"16978"	"ENSG00000189362.11"	6521	NEMP2
"16979"	"ENSG00000189366.9"	843	ALG1L
"16980"	"ENSG00000189367.14"	7229	KIAA0408
"16981"	"ENSG00000189369.8"	2802	GSPT2
"16982"	"ENSG00000189372.4"	477	NA
"16983"	"ENSG00000189375.10"	3747	TBC1D28
"16984"	"ENSG00000189376.11"	2467	C8orf76
"16985"	"ENSG00000189377.8"	1189	CXCL17
"16986"	"ENSG00000189393.5"	1395	NA
"16987"	"ENSG00000189398.5"	973	OR7E12P
"16988"	"ENSG00000189401.2"	1689	OTUD6A
"16989"	"ENSG00000189403.14"	7723	HMGB1
"16990"	"ENSG00000189409.13"	2273	MMP23B
"16991"	"ENSG00000189410.11"	4423	SH2D5
"16992"	"ENSG00000189419.6"	2093	SPATA41
"16993"	"ENSG00000189420.8"	6105	ZFP92
"16994"	"ENSG00000189423.11"	1943	NA
"16995"	"ENSG00000189430.12"	1893	NCR1
"16996"	"ENSG00000189431.7"	2530	RASSF10
"16997"	"ENSG00000189433.5"	2840	GJB4
"16998"	"ENSG00000194297.2"	129	NA
"16999"	"ENSG00000194717.4"	81	MIR494
"17000"	"ENSG00000195024.2"	144	NA
"17001"	"ENSG00000195401.2"	104	NA
"17002"	"ENSG00000196071.4"	1692	OR2L13
"17003"	"ENSG00000196072.11"	2943	BLOC1S2
"17004"	"ENSG00000196074.12"	6466	SYCP2
"17005"	"ENSG00000196081.9"	3322	NA
"17006"	"ENSG00000196083.9"	11558	IL1RAP
"17007"	"ENSG00000196085.5"	228	NA
"17008"	"ENSG00000196090.12"	12943	PTPRT
"17009"	"ENSG00000196091.13"	7385	MYBPC1
"17010"	"ENSG00000196092.12"	9333	PAX5
"17011"	"ENSG00000196096.3"	1727	NA
"17012"	"ENSG00000196098.2"	966	OR5K4
"17013"	"ENSG00000196099.4"	1053	OR6M1
"17014"	"ENSG00000196104.10"	4482	SPOCK3
"17015"	"ENSG00000196109.6"	2944	ZNF676
"17016"	"ENSG00000196110.7"	3623	ZNF699
"17017"	"ENSG00000196114.3"	399	NA
"17018"	"ENSG00000196115.13"	2852	ADAM5
"17019"	"ENSG00000196116.7"	4320	TDRD7
"17020"	"ENSG00000196118.11"	3081	CCDC189
"17021"	"ENSG00000196119.6"	1146	OR8A1
"17022"	"ENSG00000196123.12"	4780	KIAA0895L
"17023"	"ENSG00000196126.10"	1304	c("HLA-DRB1", "LOC105369230")
"17024"	"ENSG00000196131.6"	1460	VN1R2
"17025"	"ENSG00000196132.11"	6265	MYT1
"17026"	"ENSG00000196136.16"	5000	SERPINA3
"17027"	"ENSG00000196139.13"	4532	AKR1C3
"17028"	"ENSG00000196141.13"	10437	SPATS2L
"17029"	"ENSG00000196143.4"	979	NA
"17030"	"ENSG00000196150.13"	7357	ZNF250
"17031"	"ENSG00000196151.10"	2135	WDSUB1
"17032"	"ENSG00000196152.10"	2302	ZNF79
"17033"	"ENSG00000196154.11"	1025	S100A4
"17034"	"ENSG00000196155.12"	7328	PLEKHG4
"17035"	"ENSG00000196156.4"	964	KRTAP4-3
"17036"	"ENSG00000196159.11"	16439	FAT4
"17037"	"ENSG00000196166.3"	2250	C8orf86
"17038"	"ENSG00000196167.9"	8733	NA
"17039"	"ENSG00000196169.14"	5640	KIF19
"17040"	"ENSG00000196171.3"	975	OR6K2
"17041"	"ENSG00000196172.9"	6497	ZNF681
"17042"	"ENSG00000196177.12"	6255	ACADSB
"17043"	"ENSG00000196182.10"	5590	STK40
"17044"	"ENSG00000196183.5"	856	NA
"17045"	"ENSG00000196184.8"	1090	OR10J1
"17046"	"ENSG00000196187.11"	10339	TMEM63A
"17047"	"ENSG00000196188.10"	2671	CTSE
"17048"	"ENSG00000196189.12"	6822	SEMA4A
"17049"	"ENSG00000196196.2"	950	HRCT1
"17050"	"ENSG00000196199.13"	4905	MPHOSPH8
"17051"	"ENSG00000196204.11"	5510	RNF216P1
"17052"	"ENSG00000196205.8"	1389	NA
"17053"	"ENSG00000196208.13"	12361	GREB1
"17054"	"ENSG00000196209.12"	5034	SIRPB2
"17055"	"ENSG00000196214.10"	7335	ZNF766
"17056"	"ENSG00000196218.12"	15965	RYR1
"17057"	"ENSG00000196220.15"	18924	SRGAP3
"17058"	"ENSG00000196224.7"	899	KRTAP5-3
"17059"	"ENSG00000196227.10"	5323	FAM217B
"17060"	"ENSG00000196228.3"	915	SULT1C3
"17061"	"ENSG00000196230.12"	3359	TUBB
"17062"	"ENSG00000196233.12"	26042	c("C10orf12", "LCOR")
"17063"	"ENSG00000196235.13"	8568	SUPT5H
"17064"	"ENSG00000196236.12"	9574	XPNPEP3
"17065"	"ENSG00000196240.3"	975	OR2T2
"17066"	"ENSG00000196242.7"	2815	OR2C3
"17067"	"ENSG00000196243.5"	1406	LINC00615
"17068"	"ENSG00000196247.11"	7162	ZNF107
"17069"	"ENSG00000196248.4"	1121	OR10S1
"17070"	"ENSG00000196260.4"	1204	SFTA2
"17071"	"ENSG00000196262.13"	4432	PPIA
"17072"	"ENSG00000196263.7"	6783	ZNF471
"17073"	"ENSG00000196266.4"	990	OR10J3
"17074"	"ENSG00000196267.12"	4244	ZNF836
"17075"	"ENSG00000196268.11"	11214	ZNF493
"17076"	"ENSG00000196273.7"	3311	LINC00523
"17077"	"ENSG00000196274.5"	343	NA
"17078"	"ENSG00000196275.13"	7549	GTF2IRD2
"17079"	"ENSG00000196277.15"	8214	GRM7
"17080"	"ENSG00000196284.14"	5251	SUPT3H
"17081"	"ENSG00000196289.7"	1296	BECN2
"17082"	"ENSG00000196290.14"	1985	NIF3L1
"17083"	"ENSG00000196295.11"	22965	NA
"17084"	"ENSG00000196296.13"	4587	ATP2A1
"17085"	"ENSG00000196301.3"	343	NA
"17086"	"ENSG00000196302.5"	418	NA
"17087"	"ENSG00000196305.17"	7401	IARS
"17088"	"ENSG00000196312.12"	3488	MFSD14C
"17089"	"ENSG00000196313.11"	9822	POM121
"17090"	"ENSG00000196323.11"	10803	ZBTB44
"17091"	"ENSG00000196329.11"	6031	GIMAP5
"17092"	"ENSG00000196335.12"	6183	STK31
"17093"	"ENSG00000196337.11"	3386	CGB7
"17094"	"ENSG00000196338.12"	4006	NLGN3
"17095"	"ENSG00000196341.2"	1026	OR8D1
"17096"	"ENSG00000196344.11"	3108	ADH7
"17097"	"ENSG00000196345.12"	4208	ZKSCAN7
"17098"	"ENSG00000196350.8"	3877	ZNF729
"17099"	"ENSG00000196352.14"	5568	CD55
"17100"	"ENSG00000196353.11"	6427	CPNE4
"17101"	"ENSG00000196357.11"	3953	ZNF565
"17102"	"ENSG00000196358.10"	7845	NTNG2
"17103"	"ENSG00000196361.9"	4761	ELAVL3
"17104"	"ENSG00000196363.9"	3629	WDR5
"17105"	"ENSG00000196364.9"	1966	NA
"17106"	"ENSG00000196365.11"	5085	LONP1
"17107"	"ENSG00000196366.3"	2573	NA
"17108"	"ENSG00000196367.12"	13218	TRRAP
"17109"	"ENSG00000196368.4"	2385	NUDT11
"17110"	"ENSG00000196369.10"	7230	SRGAP2B
"17111"	"ENSG00000196371.3"	6059	FUT4
"17112"	"ENSG00000196372.12"	3003	ASB13
"17113"	"ENSG00000196376.10"	4855	SLC35F1
"17114"	"ENSG00000196378.11"	2222	ZNF34
"17115"	"ENSG00000196381.10"	3617	ZNF781
"17116"	"ENSG00000196383.5"	965	NA
"17117"	"ENSG00000196387.9"	5374	ZNF140
"17118"	"ENSG00000196388.8"	1553	INCA1
"17119"	"ENSG00000196390.6"	687	NA
"17120"	"ENSG00000196391.10"	8511	ZNF774
"17121"	"ENSG00000196395.7"	307	NA
"17122"	"ENSG00000196396.9"	4041	PTPN1
"17123"	"ENSG00000196403.4"	936	NA
"17124"	"ENSG00000196405.12"	10621	EVL
"17125"	"ENSG00000196406.4"	682	SPANXD
"17126"	"ENSG00000196407.11"	984	THEM5
"17127"	"ENSG00000196408.11"	2159	NOXO1
"17128"	"ENSG00000196411.9"	6435	EPHB4
"17129"	"ENSG00000196415.9"	1146	PRTN3
"17130"	"ENSG00000196417.12"	12344	ZNF765
"17131"	"ENSG00000196418.12"	4517	ZNF124
"17132"	"ENSG00000196419.12"	3288	XRCC6
"17133"	"ENSG00000196420.7"	784	S100A5
"17134"	"ENSG00000196421.8"	5480	LINC00176
"17135"	"ENSG00000196422.10"	5276	PPP1R26
"17136"	"ENSG00000196427.13"	2586	NBPF4
"17137"	"ENSG00000196428.12"	11676	TSC22D2
"17138"	"ENSG00000196431.3"	811	CRYBA4
"17139"	"ENSG00000196433.12"	1846	ASMT
"17140"	"ENSG00000196433.12_PAR_Y"	1846	ASMT
"17141"	"ENSG00000196436.8"	1702	NPIPB15
"17142"	"ENSG00000196437.10"	5016	ZNF569
"17143"	"ENSG00000196440.11"	13351	ARMCX4
"17144"	"ENSG00000196449.3"	1826	YRDC
"17145"	"ENSG00000196453.7"	3233	ZNF777
"17146"	"ENSG00000196455.7"	5376	PIK3R4
"17147"	"ENSG00000196456.10"	3915	ZNF775
"17148"	"ENSG00000196458.10"	10824	ZNF605
"17149"	"ENSG00000196459.13"	6107	TRAPPC2
"17150"	"ENSG00000196460.12"	2551	RFX8
"17151"	"ENSG00000196465.10"	3259	MYL6B
"17152"	"ENSG00000196466.10"	5055	ZNF799
"17153"	"ENSG00000196468.7"	1650	FGF16
"17154"	"ENSG00000196470.11"	6725	SIAH1
"17155"	"ENSG00000196472.4"	713	NA
"17156"	"ENSG00000196475.5"	1942	GK2
"17157"	"ENSG00000196476.11"	1730	C20orf96
"17158"	"ENSG00000196482.16"	10912	ESRRG
"17159"	"ENSG00000196497.15"	5007	IPO4
"17160"	"ENSG00000196498.13"	13975	NCOR2
"17161"	"ENSG00000196502.11"	8909	SULT1A1
"17162"	"ENSG00000196503.2"	1258	ARL9
"17163"	"ENSG00000196504.15"	9536	PRPF40A
"17164"	"ENSG00000196505.10"	10496	GDAP2
"17165"	"ENSG00000196507.10"	2305	TCEAL3
"17166"	"ENSG00000196510.12"	6009	ANAPC7
"17167"	"ENSG00000196511.13"	8438	TPK1
"17168"	"ENSG00000196517.11"	5159	SLC6A9
"17169"	"ENSG00000196526.10"	10036	AFAP1
"17170"	"ENSG00000196531.10"	10008	NACA
"17171"	"ENSG00000196534.4"	941	NA
"17172"	"ENSG00000196535.15"	15047	MYO18A
"17173"	"ENSG00000196539.3"	957	OR2T3
"17174"	"ENSG00000196542.8"	3745	SPTSSB
"17175"	"ENSG00000196544.7"	2575	BORCS6
"17176"	"ENSG00000196547.14"	10002	MAN2A2
"17177"	"ENSG00000196549.10"	9620	MME
"17178"	"ENSG00000196550.10"	3783	c("FAM72C", "FAM72D", "FAM72A")
"17179"	"ENSG00000196553.14"	1417	LINC00238
"17180"	"ENSG00000196557.11"	8605	CACNA1H
"17181"	"ENSG00000196562.14"	6657	SULF2
"17182"	"ENSG00000196564.4"	744	NA
"17183"	"ENSG00000196565.12"	2241	HBG2
"17184"	"ENSG00000196566.2"	744	NA
"17185"	"ENSG00000196569.11"	10094	LAMA2
"17186"	"ENSG00000196570.2"	530	PFN3
"17187"	"ENSG00000196576.14"	7257	PLXNB2
"17188"	"ENSG00000196578.4"	930	OR5AC2
"17189"	"ENSG00000196581.10"	12405	AJAP1
"17190"	"ENSG00000196584.2"	4853	XRCC2
"17191"	"ENSG00000196586.13"	8785	MYO6
"17192"	"ENSG00000196588.14"	6602	MKL1
"17193"	"ENSG00000196589.6"	860	NA
"17194"	"ENSG00000196591.11"	15461	HDAC2
"17195"	"ENSG00000196593.9"	2796	NA
"17196"	"ENSG00000196597.11"	4622	ZNF782
"17197"	"ENSG00000196600.12"	3752	SLC22A25
"17198"	"ENSG00000196604.12"	4209	POTEF
"17199"	"ENSG00000196605.7"	3912	ZNF846
"17200"	"ENSG00000196611.4"	1970	MMP1
"17201"	"ENSG00000196616.12"	10674	ADH1B
"17202"	"ENSG00000196620.9"	2077	UGT2B15
"17203"	"ENSG00000196628.14"	27961	TCF4
"17204"	"ENSG00000196632.10"	11472	WNK3
"17205"	"ENSG00000196634.3"	453	LUADT1
"17206"	"ENSG00000196636.7"	2303	SDHAF3
"17207"	"ENSG00000196639.6"	5546	HRH1
"17208"	"ENSG00000196642.17"	10178	RABL6
"17209"	"ENSG00000196646.11"	5425	ZNF136
"17210"	"ENSG00000196652.11"	6056	ZKSCAN5
"17211"	"ENSG00000196653.11"	3273	ZNF502
"17212"	"ENSG00000196655.10"	5140	c("TRAPPC4", "MIR3656")
"17213"	"ENSG00000196656.7"	498	NA
"17214"	"ENSG00000196659.9"	4017	TTC30B
"17215"	"ENSG00000196660.10"	5770	SLC30A10
"17216"	"ENSG00000196661.3"	987	OR8B3
"17217"	"ENSG00000196663.15"	9384	TECPR2
"17218"	"ENSG00000196664.4"	5209	TLR7
"17219"	"ENSG00000196666.4"	1388	FAM180B
"17220"	"ENSG00000196668.3"	2065	LINC00173
"17221"	"ENSG00000196670.13"	4197	ZFP62
"17222"	"ENSG00000196678.13"	6761	ERI2
"17223"	"ENSG00000196683.10"	1751	TOMM7
"17224"	"ENSG00000196684.12"	3398	HSH2D
"17225"	"ENSG00000196689.11"	5237	TRPV1
"17226"	"ENSG00000196693.14"	8307	ZNF33B
"17227"	"ENSG00000196696.12"	6114	PDXDC2P
"17228"	"ENSG00000196700.8"	5919	ZNF512B
"17229"	"ENSG00000196704.11"	4214	AMZ2
"17230"	"ENSG00000196705.8"	14132	ZNF431
"17231"	"ENSG00000196711.8"	1217	FAM150A
"17232"	"ENSG00000196712.16"	26685	NF1
"17233"	"ENSG00000196715.5"	5899	VKORC1L1
"17234"	"ENSG00000196724.12"	4501	ZNF418
"17235"	"ENSG00000196730.12"	8907	DAPK1
"17236"	"ENSG00000196734.8"	1139	LCE1B
"17237"	"ENSG00000196735.11"	6927	HLA-DQA1
"17238"	"ENSG00000196739.14"	13988	COL27A1
"17239"	"ENSG00000196741.5"	1253	NA
"17240"	"ENSG00000196743.8"	4479	GM2A
"17241"	"ENSG00000196747.4"	503	HIST1H2AI
"17242"	"ENSG00000196748.9"	611	CLPSL2
"17243"	"ENSG00000196754.10"	1567	S100A2
"17244"	"ENSG00000196756.11"	4186	SNHG17
"17245"	"ENSG00000196757.7"	3319	ZNF700
"17246"	"ENSG00000196758.3"	3700	NA
"17247"	"ENSG00000196767.6"	3878	POU3F4
"17248"	"ENSG00000196772.3"	930	OR14A16
"17249"	"ENSG00000196776.14"	7895	CD47
"17250"	"ENSG00000196778.2"	1030	OR52K1
"17251"	"ENSG00000196781.14"	4906	TLE1
"17252"	"ENSG00000196782.12"	7012	MAML3
"17253"	"ENSG00000196787.3"	2250	HIST1H2AG
"17254"	"ENSG00000196792.11"	4965	STRN3
"17255"	"ENSG00000196793.13"	2509	ZNF239
"17256"	"ENSG00000196796.5"	1354	NA
"17257"	"ENSG00000196800.6"	294	SPINK14
"17258"	"ENSG00000196805.7"	617	SPRR2B
"17259"	"ENSG00000196810.4"	7820	NA
"17260"	"ENSG00000196811.11"	2615	CHRNG
"17261"	"ENSG00000196812.4"	1328	ZSCAN16
"17262"	"ENSG00000196814.14"	7884	MVB12B
"17263"	"ENSG00000196821.9"	4551	C6orf106
"17264"	"ENSG00000196826.7"	4505	ZNF709
"17265"	"ENSG00000196832.3"	1111	OR11G2
"17266"	"ENSG00000196834.11"	7023	POTEI
"17267"	"ENSG00000196839.12"	2852	ADA
"17268"	"ENSG00000196843.15"	3565	ARID5A
"17269"	"ENSG00000196844.8"	1657	PATE2
"17270"	"ENSG00000196850.5"	5687	PPTC7
"17271"	"ENSG00000196859.7"	1936	KRT39
"17272"	"ENSG00000196860.7"	620	TOMM20L
"17273"	"ENSG00000196862.9"	5464	RGPD4
"17274"	"ENSG00000196865.4"	11223	NHLRC2
"17275"	"ENSG00000196866.2"	393	HIST1H2AD
"17276"	"ENSG00000196867.7"	6974	ZFP28
"17277"	"ENSG00000196872.11"	4705	KIAA1211L
"17278"	"ENSG00000196873.15"	12319	c("CBWD5", "CBWD3")
"17279"	"ENSG00000196876.14"	13735	SCN8A
